"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Egypt, Arab Rep.",EGY,6.879
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,El Salvador,SLV,6.454
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Equatorial Guinea,GNQ,17.204
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Eritrea,ERI,9.247
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Estonia,EST,13.6
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ethiopia,ETH,13.323
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Faeroe Islands,FRO,
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Fiji,FJI,6.129
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Finland,FIN,9.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,France,FRA,8.8
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,French Polynesia,PYF,4.795
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Gabon,GAB,11.134
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Gambia, The",GMB,11.944
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Georgia,GEO,10.078
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Germany,DEU,10.1
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ghana,GHA,10.612
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Greece,GRC,9.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Greenland,GRL,7.77284826974268
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Grenada,GRD,8.146
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guam,GUM,4.566
